Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
BENTLEY,MULSANNE,4PTS 6.8L 8CIL 512HP AUT (ZF) DOBLE QUATTRO BITURBO,2016,AUT,Gasolina,8,505.0,6.8,AUTOS DE LUJO,5.4,9.9,6.79,5.09,458.0,8.0,0,9
BENTLEY,MULSANNE,4PTAS 6.8L 6CIL 512HP TIP DOBLE QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,6,512.0,6.8,AUTOS DE LUJO,5.4,9.9,6.79,5.09,458.0,8.0,0,9
JAGUAR,XF,R 4PTS 5.0L 8CIL 510HP AUT,2011,AUT,Gasolina,8,510.0,5.0,AUTOS DE LUJO,5.34,11.49,7.03,5.28,442.0,28.0,0,6
JAGUAR,XF,R 4PTS 5.0L 8CIL 510HP AUT,2012,AUT,Gasolina,8,510.0,5.0,AUTOS DE LUJO,5.34,11.49,8.24,6.18,377.0,28.0,0,6
JAGUAR,XF,R 4PTS 5.0L 8CIL 510HP AUT,2013,AUT,Gasolina,8,510.0,5.0,AUTOS DE LUJO,5.34,11.49,8.24,6.18,377.0,28.0,0,6
BMW,760Li,4PTS 6.0L 12CIL 544HP AUT STRONIC,2011,AUT,Gasolina,12,544.0,6.0,AUTOS DE LUJO,5.29,10.41,7.99,5.99,389.0,28.0,0,6
BMW,760LiA,SEDAN 4PTS 6.0L 12CIL 544HP AUT BITURBO,2012,AUT,Gasolina,12,544.0,6.0,AUTOS DE LUJO,5.29,10.41,7.99,5.99,389.0,28.0,0,6
BMW,760LiA,SEDAN 4PTS 6.0L 12CIL 544HP AUT BITURBO,2013,AUT,Gasolina,12,544.0,6.0,AUTOS DE LUJO,5.29,10.41,7.99,5.99,389.0,28.0,0,6
AUDI,S4,4PTS 3.0L 6CIL 333HP MAN TURBO QUATTRO,2011,MAN,Gasolina,6,333.0,3.0,AUTOS DE LUJO,5.13,10.2,7.79,5.84,399.0,54.0,0,6
AUDI,S4,4PTS 3.0L 6CIL 333HP S TRONIC TURBO QUATTRO,2011,S TRONIC,Gasolina,6,333.0,3.0,AUTOS DE LUJO,5.13,10.2,7.79,5.84,399.0,54.0,0,6
AUDI,A5,CABRIO 4X4 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,6,333.0,3.0,AUTOS DE LUJO,5.13,10.2,7.79,5.84,399.0,54.0,0,6
AUDI,S6,4PTS 5.2L 10CIL 435HP TIPTRONIC FSI QUATTRO,2011,TIP,Gasolina,10,435.0,5.2,AUTOS DE LUJO,5.08,10.31,7.76,5.82,401.0,64.0,0,6
MERCEDES,SLS,AMG 2PTS 6.2L 8CIL 571HP AUT,2011,AUT,Gasolina,8,571.0,6.2,AUTOS DE LUJO,5.02,10.75,7.79,5.84,399.0,31.0,0,6
MERCEDES,SLS,COUPE AMG 2PTS 6.2L 8CIL 563HP AUT,2012,AUT,Gasolina,8,563.0,6.2,AUTOS DE LUJO,5.02,10.75,7.79,5.84,399.0,33.0,0,6
MERCEDES,SLS,ROADSTER AMG 2PTS 6.2L 8CIL 563HP AUT,2012,AUT,Gasolina,8,563.0,6.2,AUTOS DE LUJO,5.02,10.75,7.79,5.84,399.0,33.0,0,6
MERCEDES,SLS,AMG COUPE 2PTS 6.2L 8CIL 563HP AUT,2013,AUT,Gasolina,8,563.0,6.2,AUTOS DE LUJO,5.02,10.75,7.79,5.84,399.0,33.0,0,6
MERCEDES,SLS,AMG ROADSTER 2PTS 6.2L 8CIL 563HP AUT,2013,AUT,Gasolina,8,563.0,6.2,AUTOS DE LUJO,5.02,10.75,7.79,5.84,399.0,33.0,0,6
JAGUAR,XF,4PTS 3.0L 6CIL 270HP AUT DIESEL,2012,AUT,Diesel,6,270.0,3.0,AUTOS DE LUJO,5.0,8.7,7.34,5.5,487.0,152.0,0,6
AUDI,A8,SEDAN LWD 4X4 4PTS 6.3L 12CIL 500HP TIPTRONIC QUATTRO FSI,2012,TIP,Gasolina,12,500.0,6.3,AUTOS DE LUJO,5.0,10.1,7.64,5.73,407.0,32.0,0,6
JAGUAR,XF,4PTS 3.0L 6CIL 270HP AUT DIESEL,2013,AUT,Diesel,6,270.0,3.0,AUTOS DE LUJO,5.0,8.7,7.34,5.5,487.0,152.0,0,6
MERCEDES,SLS,AMG 2PTS 6.2L 8CIL 563HP AUT,2014,AUT,Gasolina,8,563.0,6.2,AUTOS DE LUJO,5.0,10.7,7.76,5.82,401.0,33.0,0,6
MERCEDES,SLS,AMG COUPE 2PTS 6.2L 8CIL 563HP AUT,2014,AUT,Gasolina,8,563.0,6.2,AUTOS DE LUJO,5.0,10.7,7.76,5.82,401.0,33.0,0,6
MERCEDES,SLS,AMG ROADSTER 2PTS 6.2L 8CIL 563HP AUT,2014,AUT,Gasolina,8,563.0,6.2,AUTOS DE LUJO,5.0,10.7,7.76,5.82,401.0,33.0,0,6
AUDI,RS6,AVANT 5PTS 5.0L 10CIL 580HP TIPTRONIC TURBO FSI QUATTRO,2011,TIP,Gasolina,10,580.0,5.0,AUTOS DE LUJO,4.9,9.71,7.47,5.6,416.0,23.0,0,6
AUDI,RS6,SEDAN 4PTS 5.0L 10CIL 580HP TIPTRONIC TURBO FSI QUATTRO,2011,TIP,Gasolina,10,580.0,5.0,AUTOS DE LUJO,4.9,9.71,7.47,5.6,416.0,23.0,0,6
ROLLSROYCE,GHOST,4PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.87,10.41,7.57,5.68,411.0,16.0,0,8
BENTLEY,ARNAGE,T 4PTS 6.8L 8CIL 500HP TIP DOBLE TURBO,2011,TIP,Gasolina,8,500.0,6.8,AUTOS DE LUJO,4.85,7.86,5.86,4.39,531.0,32.0,0,6
BENTLEY,ARNAGE,R 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,2011,TIP,Gasolina,8,450.0,6.8,AUTOS DE LUJO,4.85,7.86,5.86,4.39,531.0,32.0,0,6
BENTLEY,ARNAGE,RL 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,2011,TIP,Gasolina,8,450.0,6.8,AUTOS DE LUJO,4.85,7.86,5.86,4.39,531.0,32.0,0,6
BENTLEY,AZURE,2PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,2011,TIP,Gasolina,8,450.0,6.8,AUTOS DE LUJO,4.85,7.86,5.86,4.39,531.0,14.0,0,8
BENTLEY,BROOKLANDS 6.8 HP TIP Turba?,2PTS 6.8L 8CIL 450HP TIP TURBO,2011,TIP,Gasolina,8,450.0,6.8,AUTOS DE LUJO,4.85,7.86,5.86,4.39,531.0,14.0,0,8
ROLLSROYCE,GHOST,EWB 4PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.85,10.41,7.55,5.66,412.0,16.0,0,8
MERCEDES,CL600,2PTS 5.5L 12CIL 510HP AUT TURBO,2012,AUT,Gasolina,12,510.0,5.5,AUTOS DE LUJO,4.74,10.42,7.44,5.58,418.0,25.0,0,6
MERCEDES,CL600,2PTS 5.5L 12CIL 510HP AUT TURBO,2013,AUT,Gasolina,12,510.0,5.5,AUTOS DE LUJO,4.74,10.42,7.44,5.58,418.0,25.0,0,6
MERCEDES,C63 AMG,4PTS 6.2L 8CIL 451HP AUT,2011,G TRONIC,Gasolina,8,451.0,6.2,AUTOS DE LUJO,4.73,10.52,7.45,5.59,417.0,19.0,0,6
ROLLSROYCE,WRAITH,COUPE 2PTS 6.6L 12CIL 624HP AUT,2014,AUT,Gasolina,12,624.0,6.6,AUTOS DE LUJO,4.71,10.2,7.37,5.53,422.0,37.0,0,6
MERCEDES,SL600,ROADSTER 2PTS 5.5L 12CIL 510HP AUT TURBO,2012,AUT,Gasolina,12,510.0,5.513,AUTOS DE LUJO,4.7,10.52,7.42,5.56,419.0,28.0,0,6
MERCEDES,SL63,AMG ROADSTER 2PTS 6.2L 8CIL 518HP AUT,2012,AUT,Gasolina,8,518.0,6.2,AUTOS DE LUJO,4.68,10.52,7.4,5.55,420.0,13.0,0,6
MERCEDES,SL63 AMG,2PTS 6.2L 8CIL 518HP AUT,2011,AUT,Gasolina,8,518.0,6.2,AUTOS DE LUJO,4.67,10.52,7.39,5.54,421.0,23.0,0,6
MERCEDES,SL65,AMG ROADSTER 2PTS 6.0L 12CIL 603HP AUT TURBO,2012,AUT,Gasolina,12,603.0,6.0,AUTOS DE LUJO,4.65,10.42,7.35,5.51,423.0,14.0,0,6
MERCEDES,CL600,2PTS 5.5L 12CIL 493HP AUT,2011,AUT,Gasolina,12,493.0,5.5,AUTOS DE LUJO,4.61,10.0,7.23,5.42,430.0,29.0,0,6
MERCEDES,S600 L,4PTS 5.5L 12CIL 510HP AUT,2011,AUT,Gasolina,12,510.0,5.5,AUTOS DE LUJO,4.6,10.0,7.22,5.42,430.0,29.0,0,6
MERCEDES,SL63,AMG 2PTS 5.5L 8CIL 530HP AUT BITURBO,2014,AUT,Gasolina,8,530.0,5.5,AUTOS DE LUJO,4.6,10.5,7.31,5.48,425.0,53.0,0,6
BENTLEY,CONTINENTAL,GT V8S 3PTAS 4.0L 8CIL 520 HP ZF8 QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,12,520.0,4.0,AUTOS DE LUJO,4.6,8.4,5.78,4.33,538.0,31.0,0,6
BENTLEY,FLYING SPUR,V8 4PTAS 4.0L 8CIL 500HP TIP QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,12,500.0,4.0,AUTOS DE LUJO,4.6,8.4,5.78,4.33,538.0,31.0,0,6
BENTLEY,CONTINENTAL,GT V8S 3PTAS 4.0L 8CIL 520 HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,12,520.0,4.0,AUTOS DE LUJO,4.6,8.4,5.78,4.33,538.0,31.0,0,6
BENTLEY,FLYING SPUR,V8 4PTAS 4.0L 8CIL 500HP TIP QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,12,500.0,4.0,AUTOS DE LUJO,4.6,8.4,5.78,4.33,538.0,31.0,0,6
MERCEDES,S65,L AMG 4PTS 6.0L 12CIL 621HP AUT TURBO,2012,AUT,Gasolina,12,621.0,5.98,AUTOS DE LUJO,4.58,10.1,7.22,5.41,431.0,29.0,0,6
MERCEDES,CL65,AMG 2PTS 6.0L 12CIL 621HP AUT TURBO,2012,AUT,Gasolina,12,621.0,6.0,AUTOS DE LUJO,4.58,10.1,7.22,5.41,431.0,29.0,0,6
MERCEDES,CL65,AMG 2PTS 6.0L 12CIL 621HP AUT TURBO,2013,AUT,Gasolina,12,621.0,6.0,AUTOS DE LUJO,4.58,10.1,7.22,5.41,431.0,29.0,0,6
MERCEDES,SL600,2PTS 5.5L 12CIL 510HP AUT,2011,AUT,Gasolina,12,510.0,5.5,AUTOS DE LUJO,4.54,10.1,7.18,5.38,433.0,23.0,0,6
MERCEDES,E63 AMG,4PTS 6.2L 8CIL 507HP AUT,2011,AUT,Gasolina,8,507.0,6.2,AUTOS DE LUJO,4.42,10.1,7.05,5.29,441.0,43.0,0,6
MERCEDES,CLS63 AMG,4PTS 6.2L 8CIL 507HP AUT,2011,G TRONIC,Gasolina,8,507.0,6.2,AUTOS DE LUJO,4.42,10.1,7.05,5.29,441.0,43.0,0,6
MERCEDES,S600,L 4PTS 5.5L 12CIL 510HP AUT TURBO,2012,AUT,Gasolina,12,510.0,5.5,AUTOS DE LUJO,4.4,8.92,6.82,5.11,456.0,25.0,0,6
MERCEDES,S600,L 4PTS 5.5L 12CIL 510HP AUT TURBO,2013,AUT,Gasolina,12,510.0,5.5,AUTOS DE LUJO,4.4,8.92,6.82,5.11,456.0,25.0,0,6
AUDI,R8,2PTS 5.2L 10CIL 525HP MANUAL QUATTRO,2011,MAN,Gasolina,10,525.0,5.2,AUTOS DE LUJO,4.39,9.52,6.92,5.19,449.0,33.0,0,6
AUDI,R8,2PTS 5.2L 10CIL 525HP R TRONIC QUATTRO,2011,R TRONIC,Gasolina,10,525.0,5.2,AUTOS DE LUJO,4.39,9.52,6.92,5.19,449.0,36.0,0,6
AUDI,R8,COUPÉ 2PTS 5.2L 10CIL 525HP MAN QUATTRO,2011,MAN,Gasolina,10,525.0,5.2,AUTOS DE LUJO,4.39,9.52,6.92,5.19,449.0,33.0,0,6
AUDI,R8,SPYDER 2PTS 5.2L 10CIL 525HP MAN QUATTRO,2011,MAN,Gasolina,10,525.0,5.2,AUTOS DE LUJO,4.39,9.52,6.92,5.19,449.0,33.0,0,6
AUDI,R8,4X4 2PTS 5.2L 10CIL 525HP MAN QUATTRO,2012,MAN,Gasolina,10,525.0,5.2,AUTOS DE LUJO,4.39,9.52,6.92,5.19,449.0,33.0,0,6
AUDI,R8,4X4 2PTS 5.2L 10CIL 525HP R TRONIC QUATTRO,2012,R TRONIC,Gasolina,10,525.0,5.2,AUTOS DE LUJO,4.39,9.52,6.92,5.19,449.0,36.0,0,6
ROLLSROYCE,PHANTOM,4PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.38,9.8,6.96,5.22,447.0,30.0,0,6
ROLLSROYCE,PHANTOM,DROPHEAD COUPE 2PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.38,9.8,6.96,5.22,447.0,30.0,0,6
ROLLSROYCE,PHANTOM,COUPE 2PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.38,9.8,6.96,5.22,447.0,30.0,0,6
ROLLSROYCE,PHANTOM,EWB 4PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.35,9.8,6.93,5.2,449.0,30.0,0,6
MERCEDES,S65L AMG,4PTS 6.0L 12CIL 603HP AUT,2011,AUT,Gasolina,12,603.0,6.0,AUTOS DE LUJO,4.32,10.0,6.93,5.2,449.0,24.0,0,6
MERCEDES,S63L AMG,4PTS 6.2L 8CIL 518HP AUT,2011,G TRONIC,Gasolina,8,518.0,6.2,AUTOS DE LUJO,4.31,9.8,6.88,5.16,452.0,24.0,0,6
MERCEDES,CL63 AMG,2PTS 6.2L 8CIL 518HP AUT,2011,G TRONIC,Gasolina,8,518.0,6.2,AUTOS DE LUJO,4.31,9.8,6.88,5.16,452.0,24.0,0,6
MERCEDES,CL65 AMG,2PTS 6.0L 12CIL 603HP AUT,2011,AUT,Gasolina,12,603.0,6.0,AUTOS DE LUJO,4.31,9.8,6.88,5.16,452.0,24.0,0,6
ROLLSROYCE,PHANTOM,4PTS 6.7L 12CIL 453HP AUT,2011,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.31,8.85,6.71,5.03,463.0,17.0,0,6
ROLLSROYCE,PHANTOM,COUPE 2PTS 6.7L 12CIL 453HP AUT,2011,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.31,8.85,6.71,5.03,463.0,17.0,0,6
ROLLSROYCE,PHANTOM,DROPHEAD COUPE 2PTA 6.7L 12CIL 453HP AUT,2011,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.31,8.85,6.71,5.03,463.0,17.0,0,6
ROLLSROYCE,PHANTOM,EWB 4PTS 6.7L 12CIL 453HP AUT,2011,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.29,8.77,6.68,5.01,466.0,17.0,0,6
MERCEDES,SL65 AMG,2PTS 6.0L 12CIL 603HP AUT,2011,AUT,Gasolina,12,603.0,6.0,AUTOS DE LUJO,4.27,9.61,6.81,5.11,456.0,15.0,0,6
MERCEDES,SL65,AMG 2PTS 6.0L 12CIL 621HP AUT TURBO,2014,AUT,Gasolina,12,621.0,6.0,AUTOS DE LUJO,4.2,9.6,6.73,5.05,462.0,42.0,0,6
MAYBACH,62,4PTS 5.5L 12CIL 544HP AUT,2011,AUT,Gasolina,12,544.0,5.5,AUTOS DE LUJO,4.08,9.09,6.52,4.89,477.0,15.0,0,6
BENTLEY,CONTINENTAL,SUPERSPORTS 4X4 2PTS 6.0L 12CIL 620HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,12,620.0,6.0,AUTOS DE LUJO,4.0,7.1,4.98,3.73,625.0,5.0,0,9
BENTLEY,CONTINENTAL,FLYING SPUR 4X4 4PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,12,567.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,FLYING SPUR 4X4 4PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,12,600.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,GT 4X4 2PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,12,567.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,GT 4X4 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,12,600.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,GTC 4X4 2PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,12,567.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,GTC 4X4 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,12,600.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
ROLLSROYCE,PHANTOM,4PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.0,8.54,6.34,4.75,490.0,17.0,0,6
ROLLSROYCE,PHANTOM,COUPE 2PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.0,8.69,6.37,4.77,488.0,17.0,0,6
ROLLSROYCE,PHANTOM,DROPHEAD COUPÉ 2PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,4.0,8.69,6.37,4.77,488.0,17.0,0,6
BENTLEY,CONTINENTAL,GT 2PTS 6.0L 12CIL 575HP TIP DOBLE TURBO QUATTRO,2013,TIP,Gasolina,12,575.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,GTC 2PTS 6.0L 12CIL 575HP TIP DOBLE TURBO QUATTRO,2013,TIP,Gasolina,12,575.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,FLYING SPUR 4PTS 6.0L 12CIL 575HP TIP DOBLE TURBO QUATTRO,2013,TIP,Gasolina,12,575.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,6.0,0,9
BENTLEY,CONTINENTAL,SUPERSPORTS 2PTS 6.0L 12CIL 630HP TIP DOBLE TURBO QUATTRO,2013,TIP,Gasolina,12,630.0,6.0,AUTOS DE LUJO,4.0,7.1,4.98,3.73,625.0,5.0,0,9
BENTLEY,CONTINENTAL,GT 2PTS 6.0L 12CIL 567HP ZF8 QUATTRO BITURBO,2014,ZF SPEED QUICKSHIFT,Gasolina,12,567.0,6.0,AUTOS DE LUJO,4.0,7.0,4.96,3.72,627.0,15.0,0,8
ROLLSROYCE,PHANTOM,EWB 4PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,12,453.0,6.7,AUTOS DE LUJO,3.98,8.54,6.32,4.74,492.0,17.0,0,6
HONDA,CR-Z,COUPE HIBRIDO 3PTS 1.5L 4CIL 117HP CVT,2013,CVT,Gasolina,4,117.0,1.5,AUTOS DEPORTIVOS,18.5,21.9,21.2,15.9,147.0,3.0,9,9
HONDA,CR-Z,COUPE HIBRIDO 3PTS 1.5L 4CIL 117HP CVT,2015,CVT,Gasolina,4,117.0,1.5,AUTOS DEPORTIVOS,18.5,21.9,21.2,15.9,147.0,3.0,9,9
SEAT,LEON,5PTS 1.4L 4CIL 140HP DSG TURBO,2015,DSG,Gasolina,4,140.0,1.4,AUTOS DEPORTIVOS,17.7,28.3,21.29,15.97,146.0,46.0,9,5
SEAT,LEON,SPORT COUPE 3PTS 1.4L 4CIL 140HP DSG TURBO,2015,DSG,Gasolina,4,140.0,1.4,AUTOS DEPORTIVOS,17.7,28.3,21.29,15.97,146.0,46.0,9,5
SEAT,LEON,5PTS 1.4L 4CIL 122HP MAN TURBO,2015,MAN,Gasolina,4,122.0,1.4,AUTOS DEPORTIVOS,16.9,27.6,20.47,15.35,152.0,67.0,9,4
SEAT,LEON,5PTS 1.4L 4CIL 140HP MAN TURBO,2015,MAN,Gasolina,4,140.0,1.4,AUTOS DEPORTIVOS,16.9,27.6,20.47,15.35,152.0,14.0,9,8
SEAT,LEON,SPORT COUPE 3PTS 1.4L 4CIL 122HP MAN TURBO,2015,MAN,Gasolina,4,122.0,1.4,AUTOS DEPORTIVOS,16.9,27.6,20.47,15.35,152.0,67.0,9,4
SEAT,LEON,SPORT COUPE 3PTS 1.4L 4CIL 140HP MAN TURBO,2015,MAN,Gasolina,4,140.0,1.4,AUTOS DEPORTIVOS,16.9,27.6,20.47,15.35,152.0,14.0,9,8
SEAT,LEON,SC 3PTAS 1.4L 4CIL125HP MAN TURBO,2016,MAN,Gasolina,4,125.0,1.4,AUTOS DEPORTIVOS,16.4,25.8,19.62,14.71,158.0,23.0,8,7
SEAT,LEON,5PTAS 1.4L 4CIL125HP MAN TURBO,2016,MAN,Gasolina,4,125.0,1.4,AUTOS DEPORTIVOS,16.4,25.8,19.62,14.71,158.0,23.0,8,7
SEAT,LEON,SC 3PTAS 1.4L 4CIL125HP MAN TURBO,2017,MAN,Gasolina,4,125.0,1.4,AUTOS DEPORTIVOS,16.4,25.8,19.62,14.71,158.0,23.0,8,7
SEAT,LEON,5PTAS 1.4L 4CIL125HP MAN TURBO,2017,MAN,Gasolina,4,125.0,1.4,AUTOS DEPORTIVOS,16.4,25.8,19.62,14.71,158.0,23.0,8,7
SEAT,LEON,SC 3PTAS 1.4L 4CIL150HP MAN TURBO,2016,MAN,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,16.3,25.0,19.33,14.49,161.0,24.0,8,7
SEAT,LEON,5PTAS 1.4L 4CIL150HP MAN TURBO,2016,MAN,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,16.3,25.0,19.33,14.49,161.0,24.0,8,7
SEAT,LEON,SC 3PTAS 1.4L 4CIL150HP MAN TURBO,2017,MAN,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,16.3,25.0,19.33,14.49,161.0,24.0,8,7
SEAT,LEON,5PTAS 1.4L 4CIL150HP MAN TURBO,2017,MAN,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,16.3,25.0,19.33,14.49,161.0,24.0,8,7
SEAT,LEON,ST 5PTAS1.4L 4CIL 150HP DSG TURBO,2016,DSG,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,15.9,24.0,18.75,14.06,166.0,59.0,8,5
SEAT,LEON,ST 5PTAS1.4L 4CIL 150HP DSG TURBO,2017,DSG,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,15.9,24.0,18.75,14.06,166.0,59.0,8,5
MINI,COOPER,CONVERTIBLE 2PTAS 1.5L 3CIL 136HP MAN,2016,MAN,Gasolina,3,136.0,1.5,AUTOS DEPORTIVOS,15.9,23.2,18.52,13.89,168.0,9.0,8,9
MINI,COOPER,CONVERTIBLE 2PTAS 1.5L 3CIL 136HP AUT,2016,AUT,Gasolina,3,136.0,1.5,AUTOS DEPORTIVOS,15.4,20.9,17.47,13.1,178.0,37.0,8,6
MINI,COOPER S,HATCH 5PTAS 2.0L 4CIL 192HP AUT TURBO,2016,AUT,Gasolina,4,192.0,2.0,AUTOS DEPORTIVOS,15.39,23.5,18.22,13.66,171.0,23.0,8,7
MINI,COOPER S,HATCHBACK 5PTAS 2.0L 4CIL 192HP TURBO AUT,2017,AUT,Gasolina,4,192.0,2.0,AUTOS DEPORTIVOS,15.39,21.3,18.95,14.21,164.0,23.0,8,7
SEAT,LEON,SC 3PTAS 1.4L 4CIL150HP DSG TURBO,2016,DSG,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,15.3,24.2,18.33,13.75,170.0,30.0,8,6
SEAT,LEON,5PTAS 1.4L 4CIL150HP DSG TURBO,2016,DSG,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,15.3,24.2,18.33,13.75,170.0,30.0,8,6
SEAT,LEON,SC 3PTAS 1.4L 4CIL150HP DSG TURBO,2017,DSG,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,15.3,24.2,18.33,13.75,170.0,30.0,8,6
SEAT,LEON,5PTAS 1.4L 4CIL150HP DSG TURBO,2017,DSG,Gasolina,4,150.0,1.4,AUTOS DEPORTIVOS,15.3,24.2,18.33,13.75,170.0,30.0,8,6
MINI,COOPER S,CONVERTIBLE 2PTAS 2.0L 4CIL 192HP AUT TURBO,2016,AUT,Gasolina,4,192.0,2.0,AUTOS DEPORTIVOS,15.3,20.2,17.17,12.88,181.0,23.0,8,7
MINI,COOPER S,5PTAS 2.0L 4CIL 189HP TURBO AUT,2017,AUT,Gasolina,4,189.0,2.0,AUTOS DEPORTIVOS,15.0,21.1,18.61,13.96,167.0,36.0,8,6
SEAT,LEON,SC 5PTS 1.8L 4CIL 180HP DSG TURBO,2015,DSG,Gasolina,4,180.0,1.8,AUTOS DEPORTIVOS,14.6,24.0,17.72,13.29,175.0,9.0,8,9
SEAT,LEON,SPORT COUPE 3PTS 1.8L 4CIL 180HP DSG TURBO,2015,DSG,Gasolina,4,180.0,1.8,AUTOS DEPORTIVOS,14.6,24.0,17.72,13.29,175.0,9.0,8,9
SEAT,LEON,SC 3PTAS 1.8L 4CIL180HP DSG TURBO,2016,DSG,Gasolina,4,180.0,1.8,AUTOS DEPORTIVOS,14.6,24.0,17.72,13.29,175.0,9.0,8,9
SEAT,LEON,5PTAS 1.8L 4CIL180HP DSG TURBO,2016,DSG,Gasolina,4,180.0,1.8,AUTOS DEPORTIVOS,14.6,24.0,17.72,13.29,175.0,9.0,8,9
SEAT,LEON,SC 3PTAS 1.8L 4CIL180HP DSG TURBO,2017,DSG,Gasolina,4,180.0,1.8,AUTOS DEPORTIVOS,14.6,24.0,17.72,13.29,175.0,9.0,8,9
SEAT,LEON,5PTAS 1.8L 4CIL180HP DSG TURBO,2017,DSG,Gasolina,4,180.0,1.8,AUTOS DEPORTIVOS,14.6,24.0,17.72,13.29,175.0,9.0,8,9
MAZDA,MX-5,i GRAND TOURING HARTD-TOP 5PTAS 2.0L 4CIL 155HP AUT,2017,AUT,Gasolina,4,155.0,1.998,AUTOS DEPORTIVOS,14.6,22.4,18.68,14.01,166.0,5.0,8,9
MINI,COOPER S,3PTS 2.0L 4CIL 192HP AUT TURBO,2016,AUT,Gasolina,4,192.0,2.0,AUTOS DEPORTIVOS,14.49,22.22,18.55,13.91,168.0,23.0,8,7
